This file contains the contribution function for each layer and waveband.
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   contr_func_lay[0]   contr_func_lay[1]   contr_func_lay[2]   contr_func_lay[3]   contr_func_lay[4]   contr_func_lay[5]   contr_func_lay[6]   contr_func_lay[7]   contr_func_lay[8]   contr_func_lay[9]   contr_func_lay[10]   contr_func_lay[11]   contr_func_lay[12]   contr_func_lay[13]   contr_func_lay[14]   contr_func_lay[15]   contr_func_lay[16]   contr_func_lay[17]   contr_func_lay[18]   contr_func_lay[19]   contr_func_lay[20]   contr_func_lay[21]   contr_func_lay[22]   contr_func_lay[23]   contr_func_lay[24]   contr_func_lay[25]   contr_func_lay[26]   contr_func_lay[27]   contr_func_lay[28]   contr_func_lay[29]   contr_func_lay[30]   contr_func_lay[31]   contr_func_lay[32]   contr_func_lay[33]   contr_func_lay[34]   contr_func_lay[35]   contr_func_lay[36]   contr_func_lay[37]   contr_func_lay[38]   contr_func_lay[39]   contr_func_lay[40]   contr_func_lay[41]   contr_func_lay[42]   contr_func_lay[43]   contr_func_lay[44]   contr_func_lay[45]   contr_func_lay[46]   contr_func_lay[47]   contr_func_lay[48]   contr_func_lay[49]   contr_func_lay[50]   contr_func_lay[51]   contr_func_lay[52]   contr_func_lay[53]   contr_func_lay[54]   contr_func_lay[55]   contr_func_lay[56]   contr_func_lay[57]   contr_func_lay[58]   contr_func_lay[59]   contr_func_lay[60]   contr_func_lay[61]   contr_func_lay[62]   contr_func_lay[63]   contr_func_lay[64]   contr_func_lay[65]   contr_func_lay[66]   contr_func_lay[67]   contr_func_lay[68]   contr_func_lay[69]   contr_func_lay[70]   contr_func_lay[71]   contr_func_lay[72]   contr_func_lay[73]   contr_func_lay[74]   contr_func_lay[75]   contr_func_lay[76]   contr_func_lay[77]   contr_func_lay[78]   contr_func_lay[79]   contr_func_lay[80]   contr_func_lay[81]   contr_func_lay[82]   contr_func_lay[83]   contr_func_lay[84]   contr_func_lay[85]   contr_func_lay[86]   contr_func_lay[87]   contr_func_lay[88]   contr_func_lay[89]   contr_func_lay[90]   contr_func_lay[91]   contr_func_lay[92]   contr_func_lay[93]   contr_func_lay[94]   contr_func_lay[95]   
39      12.4519708        11.4121109           2.28822019         2.99491e-61           1.069e-47             8.75228e-37           5.34315e-28           6.29979e-21           3.0805e-15            1.15977e-10           5.52133e-07           0.000496171           0.116072              9.14261               297.971               4735.99               41926                 230091                854470                2.3063e+06            4.7965e+06            8.0636e+06            1.13912e+07           1.39617e+07           1.54958e+07           1.58166e+07           1.51297e+07           1.3769e+07            1.20707e+07           1.02917e+07           8.60182e+06           7.08788e+06           5.78424e+06           4.69014e+06           3.78733e+06           3.05102e+06           2.45404e+06           1.97281e+06           1.58553e+06           1.27431e+06           1.02443e+06           823692                662547                533021                428953                345269                277963                223829                180243                145179                116938                94200.7               75889.7               61140.5               49262.3               39689.3               31981                 25768.4               20764.1               16731.5               13481.7               10864.1               8754.02               7054.54               5684.63               4580.86               3691.45               2974.57               2397.11               1931.6                1556.61               1254.34               1010.82               814.568               656.382               528.969               426.237               343.496               276.798               223.056               179.753               144.847               116.727               94.0592               75.7999               61.0814               49.2217               39.6662               31.9633               25.7587               20.7565               16.727                13.4791               10.8619               8.75332               7.05343               5.68427               4.58043               3.6912                
40      14.9486913        13.7003311           2.74702678         1.7123e-61            6.16436e-48           5.09263e-37           3.13863e-28           3.73776e-21           1.84706e-15           7.03162e-11           3.38695e-07           0.000308142           0.0730277             5.83143               192.815               3111.51               27989.1               156213                590485                1.62378e+06           3.44391e+06           5.91034e+06           8.5324e+06            1.06987e+07           1.21303e+07           1.26405e+07           1.23328e+07           1.14344e+07           1.01984e+07           8.83318e+06           7.48785e+06           6.24787e+06           5.15501e+06           4.21993e+06           3.43535e+06           2.78657e+06           2.25437e+06           1.82109e+06           1.46943e+06           1.18494e+06           955148                769700                620256                499725                402638                324403                261372                210604                169682                136731                110170                88773.9               71533.7               57641.4               46449.5               37427.3               30161.2               24303.8               19585.1               15782.3               12717.4               10248.5               8258.17               6655.09               5362.82               4321.6                3482.56               2806.27               2261.51               1822.33               1468.57               1183.4                953.65                768.501               619.263               499.055               402.134               324.072               261.145               210.442               169.588               136.656               110.127               88.7406               71.5138               57.6276               46.4385               37.4233               30.1559               24.3022               19.5828               15.7812               12.717                10.2478               8.25836               6.6546                5.36285               4.32143               3.48248               
41      17.9460244        16.4473579           3.29782778         9.47151e-62           3.43302e-48           2.85651e-37           1.77379e-28           2.12921e-21           1.061e-15             4.07486e-11           1.98104e-07           0.000182003           0.0435798             3.5179                117.656               1921.66               17506.8               99024.1               379622                1.05953e+06           2.28258e+06           3.98228e+06           5.84945e+06           7.46945e+06           8.61513e+06           9.12793e+06           9.0484e+06            8.5158e+06            7.70166e+06           6.75591e+06           5.79276e+06           4.88281e+06           4.06471e+06           3.35316e+06           2.74774e+06           2.24129e+06           1.82179e+06           1.47744e+06           1.19601e+06           967065                781234                630693                508995                410573                331128                266999                215260                173539                139878                112754                90875.9               73243.3               59029.8               47572.7               38340.2               30896                 24899.8               20065.4               16170.3               13031.1               10500.8               8462.48               6819.13               5495.49               4428.44               3568.67               2875.84               2317.39               1867.54               1504.88               1212.74               977.254               787.528               634.633               511.393               412.124               332.087               267.623               215.657               173.786               140.048               112.852               90.9442               73.2832               59.057                47.5897               38.3495               30.9047               24.9032               20.0691               16.1718               13.0323               10.5018               8.46274               6.81987               5.49546               4.42872               3.5687                2.87588               
42      21.5443469        19.7451857           3.95906882         5.10312e-62           1.8597e-48            1.55623e-37           9.72171e-29           1.17434e-21           5.89082e-16           2.27828e-11           1.11579e-07           0.000103308           0.0249393             2.03057               68.5301               1130.03               10398.9               59446.4               230455                650819                1.41957e+06           2.50921e+06           3.7368e+06            4.84138e+06           5.66055e+06           6.07748e+06           6.10143e+06           5.8114e+06            5.31457e+06           4.70958e+06           4.07531e+06           3.46322e+06           2.90361e+06           2.41019e+06           1.98549e+06           1.62682e+06           1.32734e+06           1.07985e+06           876442                710208                574751                464675                375459                303150                244683                197422                159248                128437                103560                83500.6               67313.7               54262.7               43738.9               35253.7               28414.6               22899.3               18456.2               14873.6               11986.8               9660.05               7784.54               6273.6                5055.4                4074.17               3283.12               2645.74               2132.1                1718.09               1384.58               1115.71               899.126               724.536               583.873               470.518               379.148               305.55                246.211               198.417               159.889               128.846               103.832               83.6691               67.4266               54.3327               43.7853               35.2833               28.4326               22.9129               18.4634               14.8793               11.9899               9.66225               7.78614               6.27433               5.05629               4.07437               3.28348               2.64585               2.1322                
43      25.8641621        23.7042545           4.75289403         2.69234e-62           9.85407e-49           8.28367e-38           5.19958e-29           6.31256e-22           3.18334e-16           1.23803e-11           6.09886e-08           5.68165e-05           0.0138053             1.13173               38.4707               639.185               5929.09               34180.3               133684                381070                839397                1.49915e+06           2.25708e+06           2.95808e+06           3.49617e+06           3.79336e+06           3.84687e+06           3.69901e+06           3.41279e+06           3.04886e+06           2.65755e+06           2.27309e+06           1.91666e+06           1.59881e+06           1.32266e+06           1.08761e+06           890076                725943                590429                479270                388410                314386                254267                205456                165935                133953                108096                87210.8               70337.9               56726.1               45737.7               36875.2               29727                 23962.3               19315.1               15567                 12547.2               10112                 8149.63               6567.87               5292.82               4265.58               3437.34               2770.2                2232.35               1798.98               1449.74               1168.23               941.463               758.641               611.375               492.66                397.014               319.937               257.809               207.765               167.416               134.917               108.72                87.6112               70.6029               56.8926               45.8482               36.9447               29.7728               23.9916               19.3334               15.5802               12.5546               10.1175               8.15277               6.57006               5.29436               4.26637               3.43814               2.77046               2.23267               1.79911               1.44983               
44      31.050135         28.4571485           5.70588758         1.39671e-62           5.12983e-49           4.32808e-38           2.72714e-29           3.32425e-22           1.68348e-16           6.57641e-12           3.25491e-08           3.0472e-05            0.00744246            0.613448              20.9725               350.561               3272.49               18991.7               74803.3               214812                476877                858717                1.30409e+06           1.72475e+06           2.05603e+06           2.24947e+06           2.29948e+06           2.22783e+06           2.06989e+06           1.86106e+06           1.63161e+06           1.40277e+06           1.18816e+06           995004                825903                681068                558707                456591                371975                302358                245313                198745                160860                130060                105095                84872.9               68512.5               55289.9               44602.5               35977.3               29012.1               23393.2               18860.2               15203.9               12256.1               9878.22               7962.26               6417.11               5171.93               4168.2                3359.07               2707.17               2181.55               1758.15               1416.8                1141.76               920.113               741.452               597.529               481.496               388.03                312.684               251.979               203.06                163.628               131.866               106.257               85.6304               69.0031               55.6057               44.8107               36.109                29.0993               23.4484               18.8964               15.2272               12.2707               9.88854               7.96824               6.42149               5.17447               4.16994               3.36027               2.70781               2.18215               1.75838               1.41705               1.14187               0.920193              
45      37.2759372        34.1630361           6.84996401         7.14812e-63           2.63273e-49           2.2278e-38            1.40808e-29           1.72196e-22           8.75016e-17           3.43042e-12           1.70422e-08           1.60177e-05           0.00392839            0.325211              11.1693               187.597               1760.1                10269.1               40674.4               117494                262455                475698                727399                969018                1.16301e+06           1.28087e+06           1.31766e+06           1.28425e+06           1.19985e+06           1.08429e+06           954981                824393                700767                588669                489924                404919                332803                272407                222216                180823                146839                119051                96415.1               77992.6               63046.7               50932                 41124.8               33194.9               26783                 21606.7               17425.6               14052                 11329.8               9133.93               7363.33               5934.97               4783.99               3855.71               3107.6                2504.54               2018.39               1626.7                1310.87               1056.46               851.352               686.084               552.897               445.541               359.058               289.333               233.17                187.894               151.416               122.02                98.3254               79.2391               63.8507               51.4561               41.4646               33.414                26.9272               21.6982               17.4861               14.0904               11.3551               9.15019               7.37357               5.94212               4.7882                3.85873               3.10939               2.50576               2.01922               1.62715               1.31127               1.05663               0.85152               0.686162              0.552953              
46      44.750063         41.0130001           8.22343699         3.61835e-63           1.33571e-49           1.13297e-38           7.17882e-30           8.80206e-23           4.48508e-17           1.76341e-12           8.78708e-09           8.28505e-06           0.00203871            0.169365              5.83819               98.4361               927.309               5433.38               21617.2               62739.2               140840                256602                394527                528611                637874                706218                730165                715034                670993                608821                538167                466080                397312                334577                279041                231038                190176                155859                127275                103656                84234.8               68333.7               55366.9               44805.1               36230.4               29276                 23643.6               19087.7               15402.8               12427.3               10023.4               8083.41               6517.88               5254.84               4236.36               3414.68               2752.53               2218.48               1788.07               1441.09               1161.38               936.005               754.281               607.898               489.878               394.782               318.145               256.372               206.608               166.488               134.17                108.118               87.1278               70.2129               56.5785               45.5959               36.7411               29.609                23.8596               19.2271               15.4945               12.4856               10.0619               8.1079                6.53395               5.26522               4.24291               3.41923               2.75524               2.2204                1.78921               1.44187               1.1619                0.9363                0.754536              0.608006              0.489984              0.394833              0.318182              
47      53.7228112        49.2364371           9.87230237         1.81535e-63           6.71373e-50           5.70571e-39           3.62265e-30           4.45122e-23           2.27317e-17           8.95833e-13           4.47488e-09           4.23004e-06           0.00104369            0.0869494             3.00611               50.8428               480.524               2825.18               11280.7               32863.4               74066.1               135507                209257                281668                341358                379519                393965                387261                364686                331960                294286                255523                218313                184201                153883                127592                105151                86262.9               70501                 57457                 46718.1               37916.5               30733.1               24878.1               20122                 16262.9               13136.3               10606.4               8559.76               6906.77               5571.12               4493.12               3623.09               2921.12               2355.02               1898.29               1530.22               1233.34               994.069               801.179               645.676               520.382               419.353               337.971               272.356               219.487               176.879               142.536               114.869               92.5627               74.5952               60.1109               48.4408               39.0366               31.4563               25.3502               20.4272               16.4619               13.2654               10.6898               8.61456               6.94171               5.59417               4.5078                3.63272               2.92734               2.35896               1.90101               1.53184               1.23449               0.994759              0.801645              0.64599               0.52056               0.419504              0.338037              0.272419              0.219518              0.176901              
48      64.4946677        59.1087394           11.8517785         9.04184e-64           3.349e-50             2.85066e-39           1.81293e-30           2.23143e-23           1.14162e-17           4.50756e-13           2.2561e-09            2.1371e-06            0.000528445           0.044125              1.5292                25.9285               245.701               1448.56               5800.74               16950.4               38324.1               70350.8               109022                147290                179121                199815                208088                205166                193749                176815                157111                136697                117001                98873.3               82710.2               68656.7               56635.4               46498.8               38027.7               31008.7               25224.5               20479.7               16604.7               13444.6               10876.5               8791.97               7102.59               5735.35               4629.02               3735.36               3013.17               2430.24               1959.73               1580.08               1273.9                1026.86               827.768               667.18                537.751               433.408               349.29                281.511               226.858               182.833               147.338               118.737               95.6879               77.1087               62.1415               50.0746               40.3546               32.5188               26.2055               21.1181               17.0173               13.714                11.0507               8.90557               7.17632               5.783                 4.66032               3.75534               3.02634               2.43864               1.96524               1.58364               1.27615               1.02841               0.8287                0.667837              0.538147              0.433676              0.349469              0.281614              0.226944              0.182872              0.147374              0.118755              0.0957005             
49      77.4263683        70.960518            14.2281556         4.47689e-64           1.66024e-50           1.41502e-39           9.01118e-31           1.11071e-23           5.69088e-18           2.25045e-13           1.12821e-09           1.07051e-06           0.000265177           0.0221834             0.770285              13.0873               124.281               734.358               2947.64               8634.52               19572.6               36026.3               55988.1               75865.8               92518.7               103487                108049                106792                101076                92431.8               82283.7               71710.1               61466.5               52007.8               43552.5               36185.1               29872.2               24541.2               20081                 16381.6               13330.7               10826.3               8779.95               7110.41               5753.13               4651.12               3757.8                3034.68               2449.47               1976.69               1594.59               1286.15               1037.17               836.261               674.227               543.488               438.12                353.128               284.625               229.399               184.877               149.003               120.076               96.7737               77.9862               62.8479               50.6478               40.8139               32.8917               26.5047               21.3599               17.2124               13.8707               11.1779               9.00732               7.25888               5.8492                4.71377               3.79847               3.06097               2.46673               1.98772               1.60186               1.29079               1.04021               0.838228              0.675476              0.544345              0.438636              0.35349               0.284844              0.229547              0.184976              0.14906               0.120123              0.0967951             0.0780059             0.0628578             0.0506548             
50      92.950979         85.1886736           17.0810155         2.20589e-64           8.18875e-51           6.98664e-40           4.45419e-31           5.49652e-24           2.81964e-18           1.11643e-13           5.60437e-10           5.32514e-07           0.000132101           0.0110676             0.384916              6.55068               62.3156               368.883               1483.48               4354.24               9890.8                18245.4               28420.2               38603.2               47182.8               52891.5               55338.6               54801.7               51962.8               47597.8               42435.3               37031.4               31778.4               26915.1               22558.7               18756.4               15493.6               12735.1               10425                 8507.47               6925.02               5625.39               4562.96               3695.88               2990.77               2418.14               1953.86               1577.98               1273.75               1027.95               829.272               668.884               539.412               434.931               350.664               282.67                227.87                183.666               148.038               119.315               96.1586               77.5                  62.4544               50.3346               40.5627               32.6889               26.3434               21.2285               17.108                13.7859               11.1099               8.95267               7.21458               5.81396               4.68498               3.77556               3.04235               2.45177               1.9757                1.59211               1.28302               1.03387               0.833177              0.671378              0.541046              0.435988              0.351336              0.28313               0.228148              0.183861              0.148156              0.119394              0.0962117             0.0775306             0.0624796             0.0503461             0.0405733             0.0326943             0.0263471             
51      111.588399        102.269689           20.5058967         1.08257e-64           4.02208e-51           3.43462e-40           2.19167e-31           2.70711e-24           1.39009e-18           5.50976e-14           2.76884e-10           2.63387e-07           6.54158e-05           0.00548745            0.191093              3.25653               31.0228               183.915               740.775               2177.83               4955.44               9157.54               14291                 19449.5               23815.6               26744.4               28029                 27801.1               26399.7               24214.6               21614.3               18882                 16218.8               13747.8               11530.7               9592.76               7927.97               6519.17               5338.45               4357.74               3548                  2882.69               2338.61               1894.46               1533.19               1239.74               1001.78               809.102               653.139               527.117               425.251               343.012               276.622               223.045               179.833               144.965               116.862               94.193                75.9216               61.1911               49.3154               39.7464               32.0302               25.8145               20.803                16.7648               13.5105               10.8873               8.77401               7.07023               5.69784               4.59148               3.70008               2.98176               2.40275               1.93634               1.56031               1.25742               1.01326               0.816531              0.658014              0.530235              0.427305              0.344324              0.277482              0.223602              0.180187              0.145207              0.117009              0.0942954             0.0759838             0.0612329             0.0493434             0.0397625             0.0320434             0.0258206             0.0208085             0.0167677             0.0135125             
52      133.962772        122.775586           24.6174943         5.29538e-65           1.96875e-51           1.6824e-40            1.07436e-31           1.32807e-24           6.82517e-19           2.70753e-14           1.36184e-10           1.29666e-07           3.22357e-05           0.00270687            0.0943636             1.60989               15.3542               91.1365               367.547               1082                  2465.41               4562.66               7131.21               9720.77               11920.7               13406                 14069.2               13972.8               13284.3               12198                 10898.9               9529.39               8191.52               6948.11               5830.84               4853.2                4012.55               3300.62               2703.58               2207.42               1797.58               1460.73               1185.18               960.189               777.147               628.444               507.846               410.189               331.132               267.249               215.608               173.915               140.256               113.092               91.1828               73.5037               59.2548               47.7607               38.4963               31.0273               25.0057               20.1537               16.2412               13.0895               10.5484               8.50078               6.85063               5.5205                4.44896               3.58504               2.88916               2.32816               1.87617               1.51194               1.21834               0.981846              0.791172              0.637591              0.513786              0.414032              0.333654              0.268862              0.21667               0.174594              0.140701              0.11338               0.091366              0.073629              0.0593306             0.0478136             0.0385285             0.0310489             0.0250202             0.0201621             0.016248              0.0130927             0.0105512             0.00850225            0.00685165            
53      160.823388        147.39308            29.5535002         2.58321e-65           9.60947e-52           8.21667e-41           5.2503e-32            6.49435e-25           3.33979e-19           1.32582e-14           6.67352e-11           6.359e-08             1.58215e-05           0.00132966            0.0463936             0.792222              7.56298               44.9356               181.411               534.628               1219.58               2259.72               3536.24               4826.63               5926.16               6672.38               7010.34               6969.65               6632.69               6095.73               5450.83               4769.3                4102.26               3481.43               2922.95               2433.81               2012.89               1656.21               1356.93               1108.11               902.513               733.482               595.179               482.232               390.33                315.66                255.096               206.049               166.342               134.254               108.313               87.3698               70.4613               56.8154               45.809                36.9276               29.7692               23.9947               19.3404               15.588                12.5629               10.1252               8.15959               6.57618               5.29951               4.27081               3.44177               2.77352               2.23517               1.80114               1.45152               1.16968               0.942595              0.759602              0.6121                0.493283              0.397488              0.320328              0.258128              0.208011              0.167629              0.135077              0.108856              0.0877166             0.0706886             0.0569626             0.0459026             0.0369915             0.0298079             0.0240218             0.0193569             0.0155991             0.0125702             0.0101295             0.00816307            0.00657781            0.00530097            0.00427156            0.0034423             
54      193.069773        176.94658            35.4792151         1.25733e-65           4.67942e-52           4.00314e-41           2.55924e-32           3.16733e-25           1.62974e-19           6.47344e-15           3.26038e-11           3.10869e-08           7.73968e-06           0.000650903           0.0227271             0.388383              3.71062               22.0649               89.1552               262.981               600.464               1113.67               1744.57               2383.72               2929.66               3301.74               3472.17               3454.99               3290.57               3026.37               2707.97               2370.75               2040.21               1732.2                1454.87               1211.79               1002.48               825.026               676.068               552.181               449.787               365.584               296.675               240.392               194.59                157.372               127.183               102.732               82.9369               66.9392               54.0062               43.564                35.1335               28.3296               22.8417               18.4132               14.8439               11.9646               9.64383               7.77279               6.26433               5.04884               4.0687                3.27915               2.64255               2.1296                1.71621               1.38299               1.11455               0.898122              0.72379               0.583251              0.470017              0.37877               0.305219              0.245972              0.198204              0.159729              0.128714              0.103723              0.083587              0.0673553             0.0542803             0.0437392             0.0352483             0.028404              0.022889              0.0184455             0.0148635             0.0119783             0.00965216            0.00777837            0.00626805            0.005051              0.00407045            0.00327998            0.00264329            0.00212998            0.00171648            
55      231.781818        212.425795           42.5930837         6.10847e-66           2.27428e-52           1.94638e-41           1.24486e-32           1.54132e-25           7.93448e-20           3.15315e-15           1.58889e-11           1.51576e-08           3.77584e-06           0.000317726           0.0111004             0.189812              1.81465               10.7979               43.6609               128.881               294.502               546.649               857.046               1172.07               1441.68               1626.07               1711.29               1704.03               1624                  1494.5                1337.98               1171.92               1008.94               856.928               719.953               599.818               496.323               408.539               334.828               273.506               222.811               181.115               146.986               119.108               96.4184               77.9799               63.0226               50.908                41.0994               33.1722               26.7635               21.589                17.4112               14.0395               11.3199               9.12525               7.35639               5.92948               4.77934               3.85209               3.10452               2.50214               2.0164                1.62511               1.30962               1.05541               0.850536              0.685396              0.552359              0.4451                0.358703              0.289053              0.232936              0.187714              0.151264              0.121901              0.0982281             0.0791603             0.0637893             0.0514042             0.0414249             0.0333806             0.0269008             0.0216767             0.0174687             0.0140767             0.0113436             0.00914142            0.00736621            0.00593631            0.00478352            0.00385489            0.00310638            0.00250323            0.00201728            0.00162552            0.00130999            0.0010556             0.000850669           
56      278.25594         255.018879           51.1333401         2.96311e-66           1.10357e-52           9.44774e-42           6.04467e-33           7.48694e-26           3.85562e-20           1.53282e-15           7.72721e-12           7.37472e-09           1.83791e-06           0.000154728           0.0054084             0.0925285             0.885067              5.26947               21.3192               62.97                 143.982               267.433               419.577               574.215               706.782               797.697               840.022               836.944               798.063               734.785               658.119               576.663               496.635               421.934               354.58                295.476               244.537               201.316               165.014               134.806               109.829               89.2818               72.4621               58.721                47.5368               38.4473               31.0735               25.1008               20.2649               16.3564               13.1966               10.6452               8.58529               6.92276               5.58176               4.49963               3.62742               2.92382               2.35669               1.89946               1.53084               1.23381               0.99429               0.801345              0.645777              0.520424              0.419401              0.337971              0.27237               0.21948               0.176878              0.142533              0.114861              0.0925626             0.0745885             0.0601099             0.0484366             0.0390342             0.0314547             0.0253476             0.0204267             0.0164601             0.0132649             0.0106889             0.00861388            0.00694129            0.00559355            0.00450767            0.0036323             0.00292722            0.00235877            0.00190086            0.00153177            0.00123435            0.000994726           0.000801551           0.000645959           0.000520519           0.000419468           
57      334.048498        306.152219           61.3859869         1.43552e-66           5.3478e-53            4.57958e-42           2.93087e-33           3.63128e-26           1.87062e-20           7.43922e-16           3.75152e-12           3.58166e-09           8.92947e-07           7.52036e-05           0.00262976            0.0450098             0.430724              2.56561               10.385                30.6891               70.2079               130.477               204.822               280.478               345.423               390.065               410.972               409.662               390.803               359.962               322.521               282.692               243.53                206.949               173.95                144.98                120.003               98.8054               80.9967               66.1748               53.9175               43.833                35.5769               28.8315               23.3409               18.8783               15.258                12.3254               9.95094               8.03181               6.48023               5.2274                4.21588               3.39949               2.74099               2.2096                1.7813                1.43579               1.15729               0.932765              0.751747              0.605885              0.488265              0.393515              0.317121              0.255564              0.205955              0.165967              0.133753              0.10778               0.0868592             0.0699937             0.056405              0.0454547             0.0366282             0.0295182             0.0237858             0.0191685             0.0154465             0.0124474             0.010031              0.00808306            0.00651397            0.00524899            0.00423002            0.00340866            0.00274683            0.00221358            0.00178371            0.00143747            0.00115832            0.000933454           0.000752206           0.000606152           0.00048848            0.000393618           0.000317211           0.000255611           0.000205988           
58      401.027914        367.538206           73.6943719         6.94699e-67           2.5886e-53            2.21727e-42           1.41937e-33           1.75902e-26           9.06381e-21           3.60554e-16           1.81875e-12           1.73693e-09           4.33168e-07           3.6493e-05            0.00127653            0.0218563             0.209232              1.24676               5.04861               14.9256               34.1604               63.5135               99.7507               136.663               168.385               190.231               200.512               199.952               190.817               175.816               157.576               138.153               119.042               101.181               85.0612               70.9052               58.6972               48.3335               39.6252               32.3763               26.3809               21.4477               17.4086               14.1084               11.4219               9.23831               7.46677               6.03176               4.86979               3.93064               3.17135               2.55824               2.06322               1.6637                1.34143               1.08138               0.871765              0.702673              0.566379              0.456496              0.367906              0.296521              0.238958              0.192587              0.1552                0.125074              0.100795              0.0812247             0.0654589             0.0527478             0.0425091             0.0342551             0.0276047             0.0222457             0.0179259             0.0144463             0.0116408             0.00938112            0.00755954            0.00609181            0.00490918            0.00395587            0.00318796            0.00256887            0.00207018            0.00166821            0.0013443             0.00108333            0.000872955           0.000703501           0.000566885           0.000456835           0.000368131           0.000296653           0.000239063           0.000192638           0.000155244           0.000125097           0.000100811           
59      481.437242        441.232578           88.4706872         3.35848e-67           1.25173e-53           1.07242e-42           6.86659e-34           8.51165e-27           4.38687e-21           1.74549e-16           8.80695e-13           8.41282e-10           2.0986e-07            1.76848e-05           0.000618791           0.0105978             0.101484              0.604912              2.45032               7.24659               16.5913               30.8593               48.4848               66.4537               81.9098               92.5706               97.6074               97.3665               92.9463               85.6631               76.7948               67.3439               58.0389               49.3389               41.4843               34.5846               28.6329               23.5794               19.3324               15.7967               12.8721               10.4654               8.49481               6.88459               5.57375               4.50827               3.64381               2.94356               2.37653               1.91822               1.54768               1.24848               1.0069                0.811926              0.654655              0.527741              0.425446              0.342925              0.27641               0.222784              0.179549              0.144711              0.116619              0.0939885             0.0757423             0.0610399             0.0491911             0.0396402             0.031946              0.0257426             0.0207458             0.0167176             0.013472              0.0108566             0.00874842            0.00705024            0.00568109            0.00457829            0.00368929            0.002973              0.00239584            0.00193059            0.00155582            0.00125369            0.00101032            0.000814138           0.000656063           0.0005287             0.00042603            0.000343331           0.000276658           0.00022295            0.00017966            0.000144776           0.000116671           9.40133e-05           7.5764e-05            6.10513e-05           4.9199e-05            
60      577.969288        529.703265           106.209773         1.62167e-67           6.04599e-54           5.18136e-43           3.31844e-34           4.11447e-27           2.12108e-21           8.44151e-17           4.26017e-13           4.07044e-10           1.01561e-07           8.56052e-06           0.000299605           0.00513247            0.049161              0.29311               1.18763               3.5133                8.0462                14.9703               23.5284               32.2591               39.7746               44.9651               47.4253               47.3211               45.1841               41.653                37.3485               32.758                28.2363               24.0069               20.1875               16.8315               13.9361               11.4773               9.4106                7.68985               6.26639               5.09494               4.13569               3.35182               2.71368               2.19496               1.7741                1.43317               1.1571                0.933963              0.753554              0.607878              0.490257              0.395324              0.31875               0.256957              0.20715               0.16697               0.134584              0.108474              0.0874228             0.0704601             0.0567818             0.0457632             0.0368791             0.0297205             0.0239513             0.0193009             0.0155546             0.0125341             0.0101012             0.00813982            0.00655954            0.0052861             0.00425963            0.00343278            0.00276614            0.00222918            0.00179633            0.00144756            0.00116654            0.000940009           0.000757535           0.000610424           0.000491925           0.000396406           0.000319439           0.000257426           0.000207435           0.000167169           0.000134705           0.000108555           8.74768e-05           7.04917e-05           5.68072e-05           4.57753e-05           3.68897e-05           2.9726e-05            2.39551e-05           
61      693.856788        635.913038           127.505688         7.81566e-68           2.91537e-54           2.49958e-43           1.60152e-34           1.98642e-27           1.02437e-21           4.07798e-17           2.05859e-13           1.96741e-10           4.91006e-08           4.13961e-06           0.000144913           0.00248303            0.023789              0.141868              0.574961              1.70129               3.8973                7.253                 11.4024               15.6379               19.2861               21.8084               23.0071               22.9617               21.9293               20.2194               18.1329               15.9066               13.7127               11.6601               9.80594               8.17648               6.77041               5.57618               4.57231               3.7364                3.04486               2.47571               2.00964               1.62876               1.31869               1.06663               0.862125              0.696456              0.562302              0.453869              0.366199              0.295406              0.238248              0.192114              0.154902              0.124873              0.100668              0.0811423             0.0654037             0.0527148             0.0424848             0.0342415             0.0275942             0.0222395             0.0179221             0.0144433             0.0116396             0.00937967            0.00755906            0.00609122            0.00490887            0.00395571            0.00318774            0.00256889            0.00207005            0.00166823            0.00134426            0.00108331            0.000872961           0.000703471           0.000566903           0.000456817           0.000368139           0.000296648           0.000239061           0.000192641           0.000155238           0.000125101           0.000100807           8.1239e-05            6.54628e-05           5.27544e-05           4.25111e-05           3.42569e-05           2.76066e-05           2.22454e-05           1.79273e-05           1.4446e-05            1.16415e-05           
62      832.980665        763.418726           153.071606         3.75465e-68           1.40177e-54           1.2028e-43            7.71188e-35           9.57115e-28           4.93839e-22           1.96691e-17           9.93331e-14           9.49693e-11           2.37095e-08           1.99953e-06           7.00161e-05           0.00120002            0.0114997             0.0685961             0.278069              0.822983              1.88571               3.51017               5.5196                7.57172               9.34022               10.564                11.1469               11.127                10.6285               9.80128               8.79112               7.71273               6.64969               5.65484               4.756                 3.96596               3.28414               2.70498               2.2181                1.81264               1.47719               1.2011                0.975                 0.790227              0.639794              0.51751               0.418289              0.337911              0.272823              0.220213              0.177677              0.14333               0.115597              0.0932131             0.075158              0.0605878             0.0488439             0.0393701             0.0317338             0.0255772             0.0206136             0.0166139             0.0133887             0.0107906             0.0086958             0.00700786            0.00564752            0.00455101            0.00366765            0.00295546            0.00238178            0.00191931            0.00154669            0.00124642            0.00100439            0.000809423           0.000652235           0.000525624           0.00042356            0.000341324           0.000275061           0.000221647           0.000178621           0.000143934           0.000115992           9.34695e-05           7.53213e-05           6.0699e-05            4.89116e-05           3.94171e-05           3.17625e-05           2.55964e-05           2.06264e-05           1.66214e-05           1.33947e-05           1.07935e-05           8.69832e-06           7.00918e-06           5.64844e-06           
