This file contains the contribution function for each layer and waveband.
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   contr_func_lay[0]   contr_func_lay[1]   contr_func_lay[2]   contr_func_lay[3]   contr_func_lay[4]   contr_func_lay[5]   contr_func_lay[6]   contr_func_lay[7]   contr_func_lay[8]   contr_func_lay[9]   contr_func_lay[10]   contr_func_lay[11]   contr_func_lay[12]   contr_func_lay[13]   contr_func_lay[14]   contr_func_lay[15]   contr_func_lay[16]   contr_func_lay[17]   contr_func_lay[18]   contr_func_lay[19]   contr_func_lay[20]   contr_func_lay[21]   contr_func_lay[22]   contr_func_lay[23]   contr_func_lay[24]   contr_func_lay[25]   contr_func_lay[26]   contr_func_lay[27]   contr_func_lay[28]   contr_func_lay[29]   contr_func_lay[30]   contr_func_lay[31]   contr_func_lay[32]   contr_func_lay[33]   contr_func_lay[34]   contr_func_lay[35]   contr_func_lay[36]   contr_func_lay[37]   contr_func_lay[38]   contr_func_lay[39]   contr_func_lay[40]   contr_func_lay[41]   contr_func_lay[42]   contr_func_lay[43]   contr_func_lay[44]   contr_func_lay[45]   contr_func_lay[46]   contr_func_lay[47]   contr_func_lay[48]   contr_func_lay[49]   contr_func_lay[50]   contr_func_lay[51]   contr_func_lay[52]   contr_func_lay[53]   contr_func_lay[54]   contr_func_lay[55]   contr_func_lay[56]   contr_func_lay[57]   contr_func_lay[58]   contr_func_lay[59]   contr_func_lay[60]   contr_func_lay[61]   contr_func_lay[62]   contr_func_lay[63]   contr_func_lay[64]   contr_func_lay[65]   contr_func_lay[66]   contr_func_lay[67]   contr_func_lay[68]   contr_func_lay[69]   contr_func_lay[70]   contr_func_lay[71]   contr_func_lay[72]   contr_func_lay[73]   contr_func_lay[74]   contr_func_lay[75]   contr_func_lay[76]   contr_func_lay[77]   contr_func_lay[78]   contr_func_lay[79]   contr_func_lay[80]   contr_func_lay[81]   contr_func_lay[82]   contr_func_lay[83]   contr_func_lay[84]   contr_func_lay[85]   contr_func_lay[86]   contr_func_lay[87]   contr_func_lay[88]   contr_func_lay[89]   contr_func_lay[90]   contr_func_lay[91]   contr_func_lay[92]   contr_func_lay[93]   contr_func_lay[94]   contr_func_lay[95]   
41      17.9460244        16.4473579           3.29782778         1.10703e-61           3.89394e-48           3.16245e-37           1.92525e-28           2.27497e-21           1.11871e-15           4.25286e-11           2.0504e-07            0.000187132           0.0445684             3.58184               119.374               1943.9                17668.4               99746.5               381803                1.06427e+06           2.29036e+06           3.9926e+06            5.86036e+06           7.47951e+06           8.62286e+06           9.13293e+06           9.05073e+06           8.51574e+06           7.70036e+06           6.75351e+06           5.79017e+06           4.88014e+06           4.06217e+06           3.35084e+06           2.74561e+06           2.23953e+06           1.82025e+06           1.47619e+06           1.19497e+06           966205                780530                630094                508526                410181                330819                266748                215055                173375                139740                112646                90787.4               73173.5               58973.3               47526.7               38303.5               30865                 24875.9               20045.8               16154.9               13018.6               10490.6               8454.36               6812.29               5490.22               4424.13               3565.25               2873.08               2315.12               1865.75               1503.37               1211.58               976.308               786.773               634.023               510.889               411.729               331.756               267.366               215.449               173.619               139.913               112.741               90.857                73.2106               59.0004               47.5439               38.3127               30.875                24.8784               20.0498               16.1558               13.0198               10.4918               8.45458               6.81332               5.48997               4.42447               3.56519               2.87313               
42      21.5443469        19.7451857           3.95906882         5.9645e-62            2.10938e-48           1.72291e-37           1.05518e-28           1.25474e-21           6.21119e-16           2.3778e-11            1.15486e-07           0.000106219           0.0255051             2.06747               69.5307               1143.11               10494.9               59880                 231779                653732                1.42441e+06           2.51571e+06           3.74377e+06           4.8479e+06            5.66563e+06           6.08081e+06           6.103e+06             5.81137e+06           5.31367e+06           4.7079e+06            4.07349e+06           3.46132e+06           2.9018e+06            2.40852e+06           1.98395e+06           1.62554e+06           1.32622e+06           1.07894e+06           875680                709577                574234                464234                375113                302861                244455                197236                159096                128315                103457                83421.2               67248.2               54211                 43697.1               35219.6               28387.4               22876.4               18438.5               14859.1               11975.3               9650.78               7776.95               6267.58               5050.33               4070.26               3279.93               2643.21               2130.05               1716.41               1383.25               1114.59               898.264               723.834               583.313               470.066               378.775               305.257               245.965               198.226               159.735               128.722               103.732               83.5864               67.3619               54.2788               43.7433               35.2494               28.4053               22.8909               18.445                14.8651               11.978                9.65299               7.77865               6.26828               5.05144               4.0703                3.28033               2.64325               2.13015               
43      25.8641621        23.7042545           4.75289403         3.14679e-62           1.11771e-48           9.17087e-38           5.64356e-29           6.74469e-22           3.35646e-16           1.29211e-11           6.31241e-08           5.84178e-05           0.0141184             1.1523                39.0324               646.585               5983.82               34429.6               134452                382776                842260                1.50304e+06           2.26129e+06           2.96206e+06           3.49931e+06           3.79544e+06           3.84786e+06           3.69899e+06           3.41222e+06           3.04777e+06           2.65637e+06           2.27185e+06           1.91546e+06           1.59771e+06           1.32163e+06           1.08676e+06           889321                725329                589915                478844                388060                314088                254032                205260                165780                133826                107993                87128.2               70268.2               56672.2               45693.1               36840.1               29698.6               23939.1               19296.6               15551.4               12535.1               10102.1               8141.83               6561.56               5287.66               4261.49               3433.89               2767.54               2230.18               1797.25               1448.34               1167.09               940.559               757.883               610.789               492.183               396.634               319.63                257.555               207.565               167.249               134.788               108.615               87.5273               70.535                56.8363               45.8042               36.9081               29.7442               23.9686               19.3148               15.5652               12.5421               10.1078               8.14472               6.56376               5.28927               4.26226               3.43484               2.76769               2.23053               1.79734               1.44844               
44      31.050135         28.4571485           5.70588758         1.63247e-62           5.81857e-49           4.79163e-38           2.96e-29              3.55181e-22           1.77504e-16           6.86369e-12           3.36888e-08           3.13307e-05           0.00761129            0.624596              21.2787               354.619               3302.7                19130.3               75233                 215774                478504                860942                1.30652e+06           1.72708e+06           2.05787e+06           2.2507e+06            2.30007e+06           2.22781e+06           2.06954e+06           1.8604e+06            1.63088e+06           1.402e+06             1.18741e+06           994316                825263                680533                558234                456205                371651                302089                245092                198556                160712                129936                104997                84793                 68447.3               55237.6               44558.3               35943.1               28983.9               23370.9               18842.2               15189.2               12244.3               9868.31               7954.63               6410.86               5166.98               4164.19               3355.79               2704.57               2179.36               1756.47               1415.43               1140.67               919.229               740.726               596.955               481.015               387.658               312.381               251.738               202.864               163.467               131.739               106.151               85.5483               68.9365               55.5525               44.7677               36.0733               29.0714               23.4251               18.8783               15.2126               12.2589               9.87905               7.96033               6.41532               5.16936               4.16594               3.35704               2.7052                2.18005               1.75662               1.41569               1.14075               0.919311              
45      37.2759372        34.1630361           6.84996401         8.35468e-63           2.9862e-49            2.46641e-38           1.52832e-29           1.83984e-22           9.22604e-17           3.58027e-12           1.7639e-08            1.64691e-05           0.0040175             0.331121              11.3324               189.769               1776.35               10344                 40908                 118020                263350                476931                728756                970323                1.16406e+06           1.28157e+06           1.318e+06             1.28424e+06           1.19965e+06           1.08391e+06           954554                823941                700329                588262                489544                404601                332521                272176                222023                180662                146707                118938                96326.3               77918.3               62987.8               50884                 41085.7               33163.5               26756.5               21586.1               17408.6               14038.6               11319                 9125.09               7356.28               5929.02               4779.41               3851.95               3104.63               2502.14               2016.42               1625.13               1309.55               1055.45               850.525               685.426               552.365               445.104               358.713               289.044               232.946               187.712               151.271               121.903               98.2286               79.1631               63.7871               51.4068               41.4246               33.382                26.9013               21.6768               17.4693               14.0764               11.3442               9.14139               7.36649               5.93642               4.78344               3.85503               3.10632               2.50336               2.01728               1.62558               1.31001               1.05557               0.850703              0.685487              0.552423              
46      44.750063         41.0130001           8.22343699         4.22911e-63           1.51504e-49           1.25431e-38           7.79181e-30           9.40461e-23           4.729e-17             1.84044e-12           9.09475e-09           8.51854e-06           0.00208496            0.172443              5.92344               99.5757               935.87                5473.01               21741.4               63020                 141320                257267                395264                529323                638447                706604                730353                715029                670879                608605                537926                465825                397064                334345                278825                230857                190015                155727                127164                103564                84158.9               68268.9               55315.9               44762.4               36196.5               29248.4               23621.2               19069.7               15387.6               12415.5               10013.6               8075.71               6511.65               5249.76               4232.3                3411.26               2749.9                2216.32               1786.35               1439.71               1160.24               935.107               753.524               607.315               489.402               394.404               317.84                256.121               206.41                166.321               134.042               108.013               87.0443               70.1454               56.5228               45.5521               36.7045               29.5806               23.8366               19.2087               15.4796               12.4733               10.0522               8.09987               6.52768               5.26016               4.23884               3.41595               2.7525                2.21827               1.78745               1.44049               1.16079               0.935397              0.753811              0.607399              0.489514              0.394445              0.317877              
47      53.7228112        49.2364371           9.87230237         2.12177e-63           7.61512e-50           6.3168e-39            3.93198e-30           4.75594e-23           2.3968e-17            9.34966e-13           4.63156e-09           4.34926e-06           0.00106737            0.0885296             3.05                  51.4314               484.959               2845.79               11345.5               33010.5               74318.7               135858                209648                282047                341664                379727                394066                387259                364624                331842                294154                255383                218177                184074                153764                127492                105062                86190                 70439.7               57405.9               46676                 37880.6               30704.8               24854.4               20103.2               16247.6               13123.8               10596.4               8551.28               6900.2                5565.7                4488.84               3619.63               2918.29               2352.77               1896.39               1528.75               1232.14               993.118               800.409               645.046               519.883               418.932               337.647               272.092               219.277               176.71                142.396               114.758               92.4702               74.5237               60.0527               48.3944               38.9991               31.4253               25.3258               20.4068               16.4461               13.2526               10.6796               8.60629               6.93484               5.5888                4.50333               3.62924               2.92452               2.3567                1.89918               1.53032               1.23331               0.993777              0.800877              0.645369              0.520059              0.419101              0.3377                0.272158              0.219302              0.176732              
48      64.4946677        59.1087394           11.8517785         1.05681e-63           3.79864e-50           3.15598e-39           1.96773e-30           2.38419e-23           1.20371e-17           4.70446e-13           2.33509e-09           2.19733e-06           0.000540432           0.0449269             1.55152               26.2287               247.969               1459.13               5834.06               17026.3               38454.8               70533.1               109225                147488                179282                199925                208141                205165                193716                176752                157041                136622                116928                98805                 82646.1               68602.8               56587.4               46459.5               37994.7               30981.2               25201.7               20460.3               16589.4               13431.8               10866.4               8783.69               7095.84               5729.91               4624.44               3731.81               3010.24               2427.93               1957.86               1578.55               1272.68               1025.83               826.975               666.53                537.236               432.992               348.949               281.241               226.631               182.658               147.195               118.624               95.5959               77.0331               62.0819               50.0245               40.3159               32.4873               26.1804               21.0978               17.0005               13.7008               11.0397               8.89703               7.1694                5.77746               4.65584               3.75162               3.02344               2.43622               1.96335               1.58211               1.27493               1.02742               0.827877              0.667196              0.537615              0.43326               0.349133              0.281342              0.226726              0.182689              0.147233              0.118638              0.0956087             
49      77.4263683        70.960518            14.2281556         5.23257e-64           1.88314e-50           1.56657e-39           9.78063e-31           1.18674e-23           6.00038e-18           2.34876e-13           1.16771e-09           1.10068e-06           0.000271193           0.0225866             0.781532              13.2388               125.429               739.715               2964.57               8673.16               19639.4               36119.7               56092.5               75968                 92601.8               103543                108077                106791                101059                92398.9               82247                 71670.8               61428.1               51971.8               43518.7               36156.7               29846.9               24520.5               20063.5               16367.1               13318.7               10816.1               8771.86               7103.64               5747.76               4646.74               3754.22               3031.8                2447.04               1974.81               1593.04               1284.92               1036.18               835.451               673.582               542.943               437.7                 352.783               284.353               229.179               184.697               148.86                119.955               96.6809               77.9104               62.7877               50.5992               40.7739               32.8602               26.4782               21.3394               17.1957               13.8574               11.1672               8.99845               7.25191               5.84338               4.70925               3.7948                3.05804               2.46436               1.98575               1.60032               1.28951               1.03921               0.837422              0.674828              0.543822              0.4382                0.353151              0.284563              0.229327              0.184798              0.148916              0.120007              0.0966985             0.077931              0.062796              0.0506062             
50      92.950979         85.1886736           17.0810155         2.57823e-64           9.28818e-51           7.73492e-40           4.83452e-31           5.8728e-24            2.97299e-18           1.1652e-13            5.8006e-10            5.47521e-07           0.000135097           0.0112688             0.390536              6.62651               62.8908               371.574               1492                  4373.73               9924.53               18292.7               28473.2               38655.2               47225.2               52920.5               55352.8               54801.3               51954                 47580.9               42416.4               37011                 31758.5               26896.5               22541.2               18741.6               15480.4               12724.4               10415.9               8499.91               6918.78               5620.06               4558.75               3692.36               2987.98               2415.86               1952                  1576.49               1272.49               1026.97               828.465               668.247               538.896               434.51                350.328               282.387               227.652               183.487               147.897               119.201               96.0648               77.4256               62.3918               50.2863               40.5233               32.6576               26.3181               21.2077               17.0915               13.7721               11.0992               8.944                 7.20767               5.80837               4.68037               3.77194               3.03932               2.44942               1.97379               1.59058               1.28179               1.03285               0.832378              0.670712              0.540527              0.435569              0.350999              0.282859              0.227921              0.183685              0.14801               0.11928               0.0961192             0.0774559             0.0624196             0.0502959             0.0405343             0.0326621             0.0263219             
51      111.588399        102.269689           20.5058967         1.2653e-64            4.56209e-51           3.80248e-40           2.37881e-31           2.89243e-24           1.46569e-18           5.75045e-14           2.86579e-10           2.70809e-07           6.68997e-05           0.00558718            0.193884              3.29423               31.3092               185.257               745.03                2187.58               4972.34               9181.26               14317.7               19475.7               23837                 26759                 28036.2               27800.9               26395.3               24205.9               21604.7               18871.7               16208.6               13738.3               11521.7               9585.23               7921.25               6513.66               5333.81               4353.87               3544.8                2879.95               2336.46               1892.65               1531.76               1238.57               1000.82               808.335               652.492               526.616               424.837               342.685               276.357               222.829               179.661               144.819               116.75                94.1012               75.8489               61.1324               49.2673               39.7082               31.9981               25.7898               20.7828               16.7488               13.4975               10.8766               8.76559               7.06317               5.69238               4.58704               3.69654               2.97889               2.40038               1.93448               1.55875               1.25622               1.01228               0.815749              0.657382              0.529711              0.426895              0.343983              0.277216              0.223387              0.180014              0.145067              0.116892              0.0942049             0.0759088             0.0611742             0.0492959             0.0397242             0.0320127             0.0257949             0.0207885             0.0167512             0.0134995             
52      133.962772        122.775586           24.6174943         6.18922e-65           2.23308e-51           1.86259e-40           1.1661e-31            1.41899e-24           7.19635e-19           2.82581e-14           1.40952e-10           1.3332e-07            3.2967e-05            0.00275607            0.0957414             1.62853               15.496                91.8014               369.658               1086.84               2473.82               4574.48               7144.52               9733.86               11931.4               13413.3               14072.8               13972.7               13282.1               12193.7               10894                 9524.16               8186.4                6943.31               5826.32               4849.39               4009.15               3297.83               2701.23               2205.46               1795.96               1459.35               1184.09               959.274               776.422               627.853               507.363               409.8                 330.804               266.994               215.398               173.749               140.121               112.982               91.0955               73.43                 59.198                47.7141               38.4594               30.9975               24.9813               20.1344               16.2249               13.0769               10.5381               8.49264               6.84404               5.51509               4.44469               3.58146               2.88638               2.32591               1.87437               1.51048               1.21714               0.980904              0.790385              0.63698               0.513291              0.413635              0.333333              0.268596              0.216462              0.174421              0.140566              0.113271              0.0912783             0.0735582             0.0592717             0.0477677             0.0384905             0.0310191             0.0249961             0.0201426             0.0162324             0.0130796             0.0105411             0.00849389            0.00684508            
53      160.823388        147.39308            29.5535002         3.01925e-65           1.08996e-51           9.0967e-41            5.69862e-32           6.93893e-25           3.52142e-19           1.38374e-14           6.90719e-11           6.53821e-08           1.61804e-05           0.00135383            0.047071              0.801393              7.63279               45.2634               182.453               537.021               1223.73               2265.58               3542.84               4833.14               5931.49               6676.03               7012.14               6969.61               6631.56               6093.56               5448.4                4766.69               4099.7                3479.02               2920.69               2431.9                2011.19               1654.81               1355.75               1107.12               901.7                 732.786               594.631               481.772               389.966               315.363               254.854               205.854               166.177               134.126               108.208               87.2866               70.3939               56.7604               45.7652               36.8905               29.7407               23.9713               19.3219               15.5731               12.5506               10.1155               8.15141               6.56987               5.29436               4.26672               3.43847               2.7708                2.23303               1.79934               1.45013               1.16855               0.941691              0.758872              0.611498              0.49281               0.397092              0.320021              0.257879              0.207812              0.167468              0.134944              0.108752              0.0876297             0.0706208             0.0569079             0.0458586             0.036956              0.0297783             0.0239987             0.0193378             0.0155841             0.0125581             0.0101197             0.00815523            0.00657125            0.00529588            0.00426736            0.003439              
54      193.069773        176.94658            35.4792151         1.46956e-65           5.30768e-52           4.43188e-41           2.77776e-32           3.38415e-25           1.71837e-19           6.75622e-15           3.37454e-11           3.1963e-08            7.91525e-06           0.000662732           0.023059              0.392879              3.74488               22.2258               89.6673               264.158               602.512               1116.56               1747.83               2386.93               2932.3                3303.55               3473.06               3454.97               3290.01               3025.29               2706.75               2369.45               2038.93               1731                  1453.74               1210.84               1001.63               824.328               675.479               551.69                449.382               365.237               296.402               240.163               194.408               157.224               127.062               102.635               82.8548               66.8755               53.9536               43.5225               35.0999               28.3022               22.8198               18.3948               14.8297               11.953                9.6346                7.76532               6.25822               5.04399               4.06462               3.276                 2.63999               2.12756               1.71456               1.38164               1.11348               0.897225              0.723096              0.582686              0.469567              0.378406              0.304919              0.245736              0.198007              0.159576              0.12859               0.103624              0.0835067             0.0672887             0.0542282             0.0436959             0.0352145             0.0283767             0.022867              0.0184278             0.0148487             0.0119668             0.00964263            0.00777091            0.00626202            0.00504613            0.00406654            0.0032767             0.00264075            0.00212789            0.00171483            
55      231.781818        212.425795           42.5930837         7.13955e-66           2.57962e-52           2.15484e-41           1.35116e-32           1.64684e-25           8.36599e-20           3.29089e-15           1.64453e-11           1.55848e-08           3.86149e-06           0.0003235             0.0112625             0.19201               1.8314                10.8767               43.9117               129.458               295.506               548.065               858.645               1173.65               1442.98               1626.96               1711.73               1704.02               1623.72               1493.96               1337.38               1171.27               1008.31               856.336               719.395               599.347               495.902               408.193               334.536               273.263               222.61                180.943               146.851               118.994               96.3283               77.9065               62.9626               50.8598               41.0587               33.1407               26.7375               21.5684               17.3946               14.0259               11.309                9.1161                7.34934               5.9237                4.77477               3.84839               3.10149               2.49974               2.01438               1.62355               1.30835               1.0544                0.849719              0.684724              0.551829              0.444655              0.358359              0.288773              0.232713              0.187534              0.151115              0.121784              0.0981304             0.0790844             0.0637277             0.051355              0.0413851             0.0333476             0.0268749             0.0216552             0.017452              0.0140632             0.0113327             0.00913264            0.00735889            0.00593062            0.00477879            0.00385119            0.0031034             0.00250081            0.00201534            0.0016239             0.00130873            0.00105456            0.000849853           
56      278.25594         255.018879           51.1333401         3.46327e-66           1.25173e-52           1.04596e-41           6.56081e-33           7.99947e-26           4.06531e-20           1.59978e-15           7.99777e-12           7.58256e-09           1.8796e-06            0.00015754            0.00548737            0.0935997             0.893237              5.30791               21.4417               63.2518               144.473               268.126               420.36                574.989               707.417               798.133               840.238               836.938               797.928               734.523               657.824               576.347               496.325               421.643               354.305               295.244               244.33                201.146               164.87                134.686               109.73                89.1971               72.3953               58.665                47.4924               38.4111               31.0439               25.0771               20.2448               16.3409               13.1838               10.6351               8.57707               6.91606               5.57641               4.49511               3.62394               2.92097               2.35444               1.89764               1.52935               1.23263               0.993293              0.800576              0.645149              0.519926              0.418999              0.337639              0.272109              0.219261              0.176708              0.142395              0.114751              0.0924737             0.0745151             0.0600522             0.0483884             0.0389968             0.0314244             0.0253233             0.0204071             0.0164438             0.0132521             0.0106783             0.00860562            0.00693461            0.00558818            0.00450334            0.00362869            0.00292441            0.00235644            0.00189903            0.0015303             0.00123316            0.00099377            0.000800751           0.000645339           0.000520007           0.000419065           
57      334.048498        306.152219           61.3859869         1.67782e-66           6.0658e-53            5.07007e-42           3.18113e-33           3.87987e-26           1.97236e-20           7.76419e-16           3.88287e-12           3.6826e-09            9.13203e-07           7.65704e-05           0.00266815            0.0455308             0.4347                2.58432               10.4446               30.8265               70.4474               130.815               205.205               280.856               345.733               390.278               411.077               409.659               390.737               359.833               322.376               282.538               243.378               206.806               173.815               144.866               119.902               98.7218               80.9262               66.116                53.869                43.7914               35.5442               28.804                23.3191               18.8606               15.2435               12.3138               9.94108               8.02417               6.47392               5.22242               4.21184               3.3962                2.73837               2.20739               1.77959               1.43439               1.15619               0.93187               0.751014              0.605303              0.487775              0.393138              0.316813              0.25532               0.205757              0.165804              0.133624              0.107672              0.0867759             0.0699259             0.0563509             0.045411              0.0365921             0.0294898             0.0237621             0.0191501             0.0154316             0.0124355             0.0100213             0.00807506            0.00650772            0.00524378            0.00422596            0.00340538            0.00274419            0.00221145            0.00178194            0.00143609            0.00115718            0.000932559           0.000751482           0.000605568           0.000488011           0.000393225           0.000316907           0.00025536            0.000205791           
58      401.027914        367.538206           73.6943719         8.1196e-67            2.93614e-53           2.45475e-42           1.54057e-33           1.87943e-26           9.55674e-21           3.76305e-16           1.88244e-12           1.78588e-09           4.42994e-07           3.71562e-05           0.00129517            0.0221093             0.211163              1.25586               5.07761               14.9924               34.2769               63.6781               99.9368               136.847               168.536               190.335               200.563               199.95                190.784               175.754               157.505               138.078               118.967               101.111               84.9953               70.8496               58.6475               48.2926               39.5907               32.3475               26.3571               21.4273               17.3926               14.0949               11.4112               9.22962               7.45967               6.02605               4.86497               3.92691               3.16826               2.5558                2.06125               1.66208               1.34015               1.08029               0.87093               0.701989              0.565837              0.456058              0.367547              0.296236              0.238718              0.192402              0.155049              0.124954              0.100698              0.0811451             0.065396              0.0526951             0.0424684             0.0342219             0.0275783             0.0222243             0.0179083             0.0144324             0.0116292             0.00937213            0.00755225            0.00608597            0.00490446            0.00395196            0.0031849             0.00256632            0.0020682             0.0016666             0.00134301            0.00108229            0.000872087           0.000702826           0.000566325           0.000456397           0.000367777           0.000296367           0.000238834           0.000192445           0.000155095           0.000124974           0.000100714           
59      481.437242        441.232578           88.4706872         3.92537e-67           1.41979e-53           1.18728e-42           7.45292e-34           9.09433e-27           4.62545e-21           1.82174e-16           9.11532e-13           8.64991e-10           2.1462e-07            1.80062e-05           0.000627826           0.0107205             0.102421              0.609325              2.4644                7.27902               16.6479               30.9392               48.5753               66.5432               81.9833               92.6213               97.6324               97.3659               92.9306               85.6326               76.7605               67.307                58.0027               49.3048               41.4522               34.5575               28.6087               23.5595               19.3156               15.7826               12.8605               10.4555               8.48699               6.87802               5.56854               4.50403               3.64035               2.94077               2.37417               1.9164                1.54617               1.24729               1.00594               0.81114               0.654028              0.527212              0.425039              0.342591              0.276145              0.22257               0.179374              0.144572              0.116502              0.0938984             0.0756687             0.0609814             0.0491438             0.0396014             0.0319153             0.0257169             0.0207259             0.0167014             0.0134591             0.0108462             0.00873981            0.00704347            0.00567543            0.0045739             0.00368574            0.00297015            0.00239353            0.00192868            0.00155433            0.00125245            0.00100935            0.000813355           0.000655433           0.000528193           0.000425606           0.000343001           0.000276385           0.000222736           0.000179487           0.000144636           0.000116558           9.39195e-05           7.56913e-05           6.09912e-05           4.91518e-05           
60      577.969288        529.703265           106.209773         1.8954e-67            6.85773e-54           5.7363e-43            3.6018e-34            4.39613e-27           2.23644e-21           8.81026e-17           4.40934e-13           4.18515e-10           1.03865e-07           8.7161e-06            0.000303979           0.00519188            0.0496148             0.295248              1.19445               3.52902               8.07364               15.0091               23.5723               32.3026               39.8103               44.9897               47.4375               47.3208               45.1765               41.6382               37.3318               32.7401               28.2186               23.9903               20.1718               16.8183               13.9243               11.4676               9.40241               7.68301               6.26075               5.0901                4.13188               3.34863               2.71114               2.19289               1.77241               1.43181               1.15595               0.933075              0.75282               0.607298              0.489788              0.394942              0.318445              0.256699              0.206951              0.166808              0.134455              0.108369              0.0873375             0.0703925             0.0567249             0.0457193             0.0368432             0.029692              0.0239282             0.019282              0.0155396             0.0125216             0.0100915             0.00813194            0.00655326            0.00528102            0.00425543            0.00342948            0.00276338            0.00222704            0.00179459            0.00144617            0.00116542            0.000939079           0.000756807           0.000609819           0.000491453           0.000396024           0.000319132           0.000257178           0.000207229           0.000167008           0.000134572           0.000108451           8.73927e-05           7.04238e-05           5.67526e-05           4.57296e-05           3.68543e-05           2.96968e-05           2.39322e-05           
61      693.856788        635.913038           127.505688         9.13491e-68           3.30679e-54           2.7673e-43            1.73828e-34           2.1224e-27            1.08007e-21           4.25612e-17           2.13067e-13           2.02285e-10           5.02144e-08           4.21484e-06           0.000147029           0.00251178            0.0240086             0.142903              0.578263              1.70891               3.91059               7.27179               11.4237               15.659                19.3035               21.8203               23.013                22.9616               21.9256               20.2122               18.1248               15.8979               13.7042               11.652                9.79834               8.17006               6.76467               5.57146               4.56833               3.73308               3.04211               2.47336               2.00779               1.62721               1.31746               1.06563               0.861305              0.695796              0.561745              0.453438              0.365842              0.295125              0.23802               0.191928              0.154754              0.124747              0.100572              0.0810632             0.0653411             0.0526642             0.0424434             0.0342086             0.0275666             0.0222182             0.0179047             0.0144294             0.0116284             0.00937047            0.00755181            0.00608513            0.00490416            0.00395188            0.00318469            0.00256642            0.00206801            0.00166663            0.00134292            0.00108228            0.000872119           0.000702797           0.000566358           0.000456365           0.000367786           0.000296354           0.000238832           0.000192456           0.000155089           0.000124981           0.000100707           8.1161e-05            6.53982e-05           5.27039e-05           4.24703e-05           3.42239e-05           2.75801e-05           2.22232e-05           1.79101e-05           1.44318e-05           1.16303e-05           
62      832.980665        763.418726           153.071606         4.38841e-68           1.58998e-54           1.33162e-43           8.37038e-35           1.02264e-27           5.20696e-22           2.05283e-17           1.02811e-13           9.76457e-11           2.42473e-08           2.03587e-06           7.10384e-05           0.00121391            0.0116059             0.0690965             0.279666              0.826666              1.89214               3.51926               5.5299                7.58192               9.34861               10.5698               11.1498               11.1269               10.6267               9.79779               8.78719               7.7085                6.64553               5.65093               4.75232               3.96285               3.28136               2.70269               2.21617               1.81103               1.47586               1.19996               0.974102              0.789474              0.639197              0.517023              0.417891              0.337591              0.272553              0.220004              0.177504              0.143193              0.115486              0.0931229             0.075086              0.0605271             0.0487972             0.0393317             0.0317034             0.0255526             0.0205935             0.016598              0.0133753             0.0107803             0.00868735            0.00700114            0.0056421             0.00454655            0.00366413            0.0029525             0.0023795             0.00191745            0.00154521            0.00124523            0.0010034             0.000808646           0.000651585           0.00052512            0.000423152           0.000340997           0.000274797           0.000221428           0.00017845            0.000143791           0.000115881           9.33797e-05           7.5249e-05            6.06407e-05           4.8863e-05            3.93793e-05           3.17312e-05           2.55719e-05           2.06066e-05           1.66054e-05           1.33819e-05           1.07827e-05           8.68997e-06           7.00228e-06           5.64303e-06           
63      1000              916.490332           167.019335         2.15958e-68           7.83476e-55           6.56956e-44           4.13403e-35           5.05563e-28           2.57644e-22           1.01655e-17           5.09473e-14           4.84175e-11           1.20296e-08           1.01052e-06           3.52756e-05           0.000603021           0.00576728            0.0343465             0.139055              0.411139              0.941275              1.75112               2.75219               3.77428               4.65465               5.26363               5.55339               5.54288               5.29447               4.88211               4.37904               3.84188               3.31239               2.81686               2.36907               1.97563               1.63595               1.34751               1.10497               0.902993              0.735892              0.598333              0.485721              0.393664              0.318733              0.257813              0.208382              0.168341              0.13591               0.109707              0.0885141             0.0714047             0.0575884             0.0464369             0.0374426             0.0301826             0.0243334             0.0196133             0.0158094             0.0127422             0.0102692             0.00827683            0.00666978            0.00537574            0.00433208            0.00349123            0.00281352            0.0022672             0.00182718            0.00147231            0.00118657            0.000956166           0.000770542           0.00062095            0.000500361           0.000403244           0.000324923           0.000261859           0.000211011           0.000170043           0.000137032           0.000110418           8.89866e-05           7.17035e-05           5.77859e-05           4.65652e-05           3.75241e-05           3.02394e-05           2.43663e-05           1.96371e-05           1.58232e-05           1.27518e-05           1.02758e-05           8.28054e-06           6.67306e-06           5.37696e-06           4.33339e-06           3.49179e-06           2.81398e-06           
